"header__resultCode","header__resultMsg","body__items__item__createDt","body__items__item__deathCnt","body__items__item__defCnt","body__items__item__gubun","body__items__item__gubunCn","body__items__item__gubunEn","body__items__item__incDec","body__items__item__isolClearCnt","body__items__item__isolIngCnt","body__items__item__localOccCnt","body__items__item__overFlowCnt","body__items__item__qurRate","body__items__item__seq","body__items__item__stdDay","body__items__item__updateDt","body__numOfRows","body__pageNo","body__totalCount"
"","","2021-08-31 09:00:00.000","13","5836","검역","隔離區","Lazaretto","13","5312","511","0","13","0.00","11192","2021년 08월 31일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-08-30 09:00:00.000","2284","250045","합계","合计","Total","1485","220358","27403","1424","61","482.44","11191","2021년 08월 30일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-08-30 09:00:00.000","582","78896","서울","首尔","Seoul","442","69037","9277","434","8","816.01","11190","2021년 08월 30일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-08-30 09:00:00.000","148","11342","부산","釜山","Busan","57","10181","1013","55","2","334.38","11189","2021년 08월 30일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-08-30 09:00:00.000","227","13595","대구","大邱","Daegu","85","12585","783","83","2","562.16","11188","2021년 08월 30일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-08-30 09:00:00.000","77","11754","인천","仁川","Incheon","64","10436","1241","63","1","399.41","11187","2021년 08월 30일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-08-30 09:00:00.000","25","4034","광주","光州","Gwangju","30","3754","255","29","1","278.20","11186","2021년 08월 30일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-08-30 09:00:00.000","36","5613","대전","大田","Daejeon","29","4727","850","29","0","383.43","11185","2021년 08월 30일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-08-30 09:00:00.000","41","4151","울산","蔚山","Ulsan","36","3771","339","35","1","365.40","11184","2021년 08월 30일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-08-30 09:00:00.000","1","985","세종","世宗","Sejong","8","888","96","8","0","276.82","11183","2021년 08월 30일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-08-30 09:00:00.000","747","70648","경기","京畿","Gyeonggi-do","408","61284","8617","402","6","526.16","11182","2021년 08월 30일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-08-30 09:00:00.000","59","5430","강원","江原","Gangwon-do","29","4953","418","29","0","351.95","11181","2021년 08월 30일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-08-30 09:00:00.000","73","5137","충북","忠北","Chungcheongbuk-do","38","4583","481","36","2","320.89","11180","2021년 08월 30일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-08-30 09:00:00.000","55","6899","충남","忠南","Chungcheongnam-do","60","5721","1123","57","3","325.27","11179","2021년 08월 30일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-08-30 09:00:00.000","60","3562","전북","全北","Jeollabuk-do","26","3136","366","25","1","197.44","11178","2021년 08월 30일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-08-30 09:00:00.000","19","2586","전남","全南","Jeollanam-do","29","2352","215","27","2","139.67","11177","2021년 08월 30일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-08-30 09:00:00.000","88","7073","경북","庆北","Gyeongsangbuk-do","41","6347","638","39","2","267.98","11176","2021년 08월 30일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-08-30 09:00:00.000","31","9924","경남","庆南","Gyeongsangnam-do","62","9003","890","61","1","297.11","11175","2021년 08월 30일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-08-30 09:00:00.000","2","2593","제주","济州","Jeju","12","2288","303","12","0","384.36","11174","2021년 08월 30일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-08-30 09:00:00.000","13","5823","검역","隔離區","Lazaretto","29","5312","498","0","29","0.00","11173","2021년 08월 30일 00시","2021-09-16 10:11:33.897","","",""
