"header__resultCode","header__resultMsg","body__items__item__createDt","body__items__item__deathCnt","body__items__item__defCnt","body__items__item__gubun","body__items__item__gubunCn","body__items__item__gubunEn","body__items__item__incDec","body__items__item__isolClearCnt","body__items__item__isolIngCnt","body__items__item__localOccCnt","body__items__item__overFlowCnt","body__items__item__qurRate","body__items__item__seq","body__items__item__stdDay","body__items__item__updateDt","body__numOfRows","body__pageNo","body__totalCount"
"00","NORMAL SERVICE.","2021-11-23 08:57:17.931","16","6407","검역","隔離區","Lazaretto","1","6253","138","0","1","-","13461","2021년 11월 23일 00시","null","10","1","19"
"","","2021-11-23 08:57:17.931","9","3493","제주","济州","Jeju","29","3246","238","29","0","518","13460","2021년 11월 23일 00시","null","","",""
"","","2021-11-23 08:57:17.931","50","14447","경남","庆南","Gyeongsangnam-do","80","13546","851","80","0","433","13459","2021년 11월 23일 00시","null","","",""
"","","2021-11-23 08:57:17.931","100","10655","경북","庆北","Gyeongsangbuk-do","51","10107","448","51","0","404","13458","2021년 11월 23일 00시","null","","",""
"","","2021-11-23 08:57:17.93","25","4162","전남","全南","Jeollanam-do","20","3757","380","20","0","225","13457","2021년 11월 23일 00시","null","","",""
"","","2021-11-23 08:57:17.93","71","6023","전북","全北","Jeollabuk-do","42","5522","430","40","2","334","13456","2021년 11월 23일 00시","null","","",""
"","","2021-11-23 08:57:17.93","76","12109","충남","忠南","Chungcheongnam-do","77","11245","788","77","0","571","13455","2021년 11월 23일 00시","null","","",""
"","","2021-11-23 08:57:17.93","89","8585","충북","忠北","Chungcheongbuk-do","20","8238","258","20","0","536","13454","2021년 11월 23일 00시","null","","",""
"","","2021-11-23 08:57:17.929","71","8139","강원","江原","Gangwon-do","66","7479","589","66","0","528","13453","2021년 11월 23일 00시","null","","",""
"","","2021-11-23 08:57:17.929","1091","126050","경기","京畿","Gyeonggi-do","773","112850","12109","769","4","939","13452","2021년 11월 23일 00시","null","","",""
"","","2021-11-23 08:57:17.929","2","1465","세종","世宗","Sejong","8","1394","69","8","0","412","13451","2021년 11월 23일 00시","null","","",""
"","","2021-11-23 08:57:17.929","57","5587","울산","蔚山","Ulsan","7","5453","77","7","0","492","13450","2021년 11월 23일 00시","null","","",""
"","","2021-11-23 08:57:17.928","57","8233","대전","大田","Daejeon","68","7743","433","68","0","562","13449","2021년 11월 23일 00시","null","","",""
"","","2021-11-23 08:57:17.928","30","5973","광주","光州","Gwangju","55","5573","370","55","0","412","13448","2021년 11월 23일 00시","null","","",""
"","","2021-11-23 08:57:17.928","131","22898","인천","仁川","Incheon","131","20426","2341","129","2","778","13447","2021년 11월 23일 00시","null","","",""
"","","2021-11-23 08:57:17.928","302","18348","대구","大邱","Daegu","50","17441","605","50","0","759","13446","2021년 11월 23일 00시","null","","",""
"","","2021-11-23 08:57:17.927","178","15463","부산","釜山","Busan","56","14340","945","56","0","456","13445","2021년 11월 23일 00시","null","","",""
"","","2021-11-23 08:57:17.927","973","142913","서울","首尔","Seoul","1165","123948","17992","1160","5","1478","13444","2021년 11월 23일 00시","null","","",""
"","","2021-11-23 08:57:17.927","3328","420950","합계","合计","Total","2699","378561","39061","2685","14","812","13443","2021년 11월 23일 00시","null","","",""
